"TOA5","Fisher711","CR350","10463","CR350.Std.01.07","CPU:Fisher711_20250709.CRB","19807","FisherMet"
"TIMESTAMP","RECORD","PTemp_C_Max","AirTC_Avg","AirTC_Std","RH","BV_BP_Avg","SlrW_Avg","CS320_Angle_Avg","Rain_mm_Tot"
"TS","RN","Deg C","Deg C","Deg C","%","hPa","W/m^2","degrees","mm"
"","","Max","Avg","Std","Smp","Avg","Avg","Avg","Tot"
"2025-09-29 10:30:00",7841,21.4,16.85,0.016,88.8,1023.489,-2.57,2.994,0
"2025-09-29 10:45:00",7842,21.4,16.84,0.015,88,1023.574,-2.509,3.06,0
"2025-09-29 11:00:00",7843,21.42,16.88,0.029,87.6,1023.689,-2.407,3.02,0
"2025-09-29 11:15:00",7844,21.52,17,0.054,87,1023.827,-1.003,3.036,0
"2025-09-29 11:30:00",7845,21.51,17.05,0.053,87,1024.007,2.326,2.989,0
"2025-09-29 11:45:00",7846,21.47,16.68,0.097,88.1,1024.096,7.452,3.058,0
"2025-09-29 12:00:00",7847,21.44,16.44,0.065,88.1,1024.239,14.88,3.087,0
"2025-09-29 12:15:00",7848,21.41,16.34,0.042,88.2,1024.481,28.99,3.093,0
"2025-09-29 12:30:00",7849,21.37,16.59,0.141,86.8,1024.676,62.61,3.007,0
"2025-09-29 12:45:00",7850,21.32,16.91,0.035,86.4,1024.651,77.56,2.939,0
"2025-09-29 13:00:00",7851,21.27,16.84,0.064,87.2,1024.651,69.77,2.922,0
"2025-09-29 13:15:00",7852,21.23,16.75,0.049,86.9,1024.651,92.1,2.927,0
"2025-09-29 13:30:00",7853,21.28,16.77,0.063,88.1,1024.557,128.2,2.955,0
"2025-09-29 13:45:00",7854,21.5,17,0.131,86,1024.707,176.2,2.642,0
"2025-09-29 14:00:00",7855,21.6,17.2,0.084,85.9,1024.751,218.2,2.28,0
"2025-09-29 14:15:00",7856,21.58,17.39,0.101,85.7,1024.687,216.3,2.194,0
"2025-09-29 14:30:00",7857,21.58,18.05,0.163,82.4,1024.592,237.4,1.922,0
"2025-09-29 14:45:00",7858,21.64,18.49,0.073,81.4,1024.659,271.6,1.653,0
"2025-09-29 15:00:00",7859,21.69,18.82,0.154,80.7,1024.727,307.3,1.433,0
"2025-09-29 15:15:00",7860,21.67,19.6,0.333,76.01,1024.651,321.1,1.206,0
"2025-09-29 15:30:00",7861,21.66,20.31,0.08,74.83,1024.651,357.5,1.21,0
"2025-09-29 15:45:00",7862,21.73,20.63,0.174,73.67,1024.651,460.3,1.182,0
"2025-09-29 16:00:00",7863,21.74,21.66,0.328,69.46,1024.551,485,1.231,0
"2025-09-29 16:15:00",7864,21.65,22.44,0.291,67.12,1024.399,575.7,1.379,0
"2025-09-29 16:30:00",7865,21.56,23.12,0.209,64.94,1024.302,683.5,1.35,0
"2025-09-29 16:45:00",7866,21.49,23.78,0.17,62.53,1024.192,577.9,1.455,0
"2025-09-29 17:00:00",7867,21.46,24.78,0.332,59.49,1024.011,552.5,1.468,0
"2025-09-29 17:15:00",7868,21.43,24.86,0.148,60.15,1023.817,405.6,1.557,0
"2025-09-29 17:30:00",7869,21.39,25.15,0.178,57.8,1023.651,476.1,1.545,0
"2025-09-29 17:45:00",7870,21.36,25.53,0.153,58.03,1023.416,455.5,1.509,0
"2025-09-29 18:00:00",7871,21.35,25.87,0.334,54.34,1023.179,520.6,1.514,0
"2025-09-29 18:15:00",7872,21.33,26.65,0.114,52.99,1023.049,464.4,1.471,0
"2025-09-29 18:30:00",7873,21.35,26.81,0.079,52.58,1022.902,342.6,1.59,0
"2025-09-29 18:45:00",7874,21.56,26.68,0.122,53.05,1022.802,335,1.593,0
"2025-09-29 19:00:00",7875,21.68,26.56,0.06,54.38,1022.729,345.2,1.646,0
"2025-09-29 19:15:00",7876,21.75,26.65,0.084,54.81,1022.569,367.6,1.596,0
"2025-09-29 19:30:00",7877,21.73,26.64,0.238,53.4,1022.416,379.9,1.581,0
"2025-09-29 19:45:00",7878,21.62,26.76,0.122,54.07,1022.254,321.1,1.614,0
"2025-09-29 20:00:00",7879,21.57,26.58,0.076,53.75,1022.162,346.3,1.62,0
"2025-09-29 20:15:00",7880,21.51,26.52,0.036,54.45,1022.237,248.8,1.77,0
"2025-09-29 20:30:00",7881,21.51,26.59,0.026,53.32,1022.221,201.3,1.807,0
"2025-09-29 20:45:00",7882,21.49,26.52,0.047,53.76,1022.151,174,1.834,0
"2025-09-29 21:00:00",7883,21.47,26.44,0.051,54.06,1022.151,153.4,1.855,0
"2025-09-29 21:15:00",7884,21.46,26.31,0.09,54.97,1022.151,134.3,1.922,0
"2025-09-29 21:30:00",7885,21.44,26.15,0.048,54.47,1022.151,110.2,1.946,0
"2025-09-29 21:45:00",7886,21.43,26.01,0.064,54.95,1022.134,105.9,2.032,0
"2025-09-29 22:00:00",7887,21.42,26.02,0.03,54.47,1022.106,75.97,1.951,0
"2025-09-29 22:15:00",7888,21.4,25.91,0.061,54.88,1022.201,52.38,2.049,0
"2025-09-29 22:30:00",7889,21.38,25.7,0.072,55.7,1022.216,33.63,2.127,0
"2025-09-29 22:45:00",7890,21.38,25.43,0.064,57.93,1022.151,28.77,2.177,0
"2025-09-29 23:00:00",7891,21.37,25.2,0.077,58.75,1022.151,17.3,2.223,0
"2025-09-29 23:15:00",7892,21.37,24.97,0.092,59.88,1022.179,13.26,2.302,0
"2025-09-29 23:30:00",7893,21.36,24.72,0.062,60.83,1022.089,0.061,2.379,0
"2025-09-29 23:45:00",7894,21.35,24.53,0.04,61.67,1022.114,-0.949,2.387,0
"2025-09-30 00:00:00",7895,21.34,24.24,0.078,63.06,1022.151,-0.975,2.415,0
"2025-09-30 00:15:00",7896,21.35,24.16,0.029,63.65,1022.236,-0.881,2.414,0
"2025-09-30 00:30:00",7897,21.33,23.96,0.12,65.98,1022.151,-0.935,2.394,0
"2025-09-30 00:45:00",7898,21.33,23.41,0.15,68.03,1022.151,-0.892,2.509,0
"2025-09-30 01:00:00",7899,21.32,23.2,0.098,70.02,1022.204,-0.861,2.579,0
"2025-09-30 01:15:00",7900,21.32,22.86,0.08,71.91,1022.251,-0.921,2.573,0
"2025-09-30 01:30:00",7901,21.32,22.63,0.08,72.49,1022.322,-0.843,2.633,0
"2025-09-30 01:45:00",7902,21.32,22.51,0.018,73.38,1022.351,-0.831,2.64,0
"2025-09-30 02:00:00",7903,21.32,22.45,0.031,73.79,1022.351,-0.828,2.614,0
"2025-09-30 02:15:00",7904,21.32,22.27,0.049,74.63,1022.257,-0.804,2.611,0
"2025-09-30 02:30:00",7905,21.33,22.08,0.072,75.72,1022.169,-0.846,2.641,0
"2025-09-30 02:45:00",7906,21.34,21.89,0.044,75.66,1022.209,-0.9,2.683,0
"2025-09-30 03:00:00",7907,21.35,21.95,0.036,75.58,1022.297,-0.745,2.588,0
"2025-09-30 03:15:00",7908,21.34,21.75,0.059,77.86,1022.351,-0.975,2.643,0
"2025-09-30 03:30:00",7909,21.35,21.54,0.076,78.25,1022.276,-1.165,2.562,0
"2025-09-30 03:45:00",7910,21.36,21.39,0.029,78.47,1022.219,-1.211,2.585,0
"2025-09-30 04:00:00",7911,21.37,21.28,0.023,79.35,1021.952,-1.264,2.612,0
"2025-09-30 04:15:00",7912,21.4,21.22,0.037,79.07,1021.821,-1.413,2.571,0
"2025-09-30 04:30:00",7913,21.39,21.16,0.099,80.4,1021.717,-1.484,2.51,0
"2025-09-30 04:45:00",7914,21.4,20.84,0.095,82,1021.751,-1.773,2.572,0
"2025-09-30 05:00:00",7915,21.41,20.47,0.101,83,1021.752,-1.871,2.578,0
"2025-09-30 05:15:00",7916,21.42,20.17,0.098,84.1,1021.851,-1.937,2.59,0
"2025-09-30 05:30:00",7917,21.41,19.98,0.037,85.1,1021.851,-2.007,2.593,0
"2025-09-30 05:45:00",7918,21.42,19.95,0.022,85.3,1021.807,-2.033,2.562,0
"2025-09-30 06:00:00",7919,21.42,19.91,0.04,85.3,1021.654,-2.112,2.568,0
"2025-09-30 06:15:00",7920,21.41,19.65,0.106,85.8,1021.694,-2.15,2.634,0
"2025-09-30 06:30:00",7921,21.42,19.37,0.058,86,1021.627,-2.241,2.624,0
"2025-09-30 06:45:00",7922,21.43,19.32,0.063,86.6,1021.549,-2.251,2.649,0
"2025-09-30 07:00:00",7923,21.42,19.02,0.099,88.2,1021.406,-2.37,2.692,0
"2025-09-30 07:15:00",7924,21.42,18.85,0.025,88.1,1021.327,-2.458,2.681,0
"2025-09-30 07:30:00",7925,21.42,18.67,0.079,89,1021.162,-2.53,2.716,0
"2025-09-30 07:45:00",7926,21.43,18.57,0.05,89.4,1021.107,-2.642,2.747,0
"2025-09-30 08:00:00",7927,21.44,18.36,0.079,90.1,1021.151,-2.714,2.781,0
"2025-09-30 08:15:00",7928,21.44,18.14,0.067,90.3,1021.081,-2.697,2.796,0
"2025-09-30 08:30:00",7929,21.44,17.97,0.038,91,1021.051,-2.768,2.86,0
"2025-09-30 08:45:00",7930,21.45,17.82,0.057,90.9,1021.071,-2.862,2.811,0
"2025-09-30 09:00:00",7931,21.46,17.74,0.017,90,1021.151,-2.772,2.884,0
"2025-09-30 09:15:00",7932,21.45,17.73,0.019,88.3,1021.151,-2.587,2.915,0
"2025-09-30 09:30:00",7933,21.44,17.76,0.018,87.3,1021.192,-2.443,2.914,0
"2025-09-30 09:45:00",7934,21.43,17.77,0.039,87.9,1021.419,-2.422,2.942,0
"2025-09-30 10:00:00",7935,21.42,17.62,0.033,88.9,1021.551,-2.496,2.97,0
"2025-09-30 10:15:00",7936,21.42,17.5,0.027,89,1021.551,-2.493,2.999,0
"2025-09-30 10:30:00",7937,21.42,17.43,0.026,89.4,1021.646,-2.545,2.968,0
"2025-09-30 10:45:00",7938,21.55,17.24,0.087,90.9,1021.742,-2.698,2.996,0
"2025-09-30 11:00:00",7939,21.58,17.1,0.017,90.5,1021.851,-2.647,2.975,0
"2025-09-30 11:15:00",7940,21.55,16.99,0.037,90.3,1021.919,-1.549,2.993,0
"2025-09-30 11:30:00",7941,21.52,16.88,0.029,89,1021.951,6.007,3.029,0
"2025-09-30 11:45:00",7942,21.48,16.82,0.028,88.6,1021.917,23.34,3.064,0
"2025-09-30 12:00:00",7943,21.45,16.76,0.017,87.7,1021.951,42.6,3.05,0
"2025-09-30 12:15:00",7944,21.41,16.81,0.054,86.9,1022.012,82.4,3.021,0
"2025-09-30 12:30:00",7945,21.35,16.92,0.032,86.2,1022.059,105.1,3.054,0
"2025-09-30 12:45:00",7946,21.3,16.99,0.086,85.1,1022.151,192.4,2.735,0
"2025-09-30 13:00:00",7947,21.28,17.24,0.104,83.7,1022.187,204.5,2.334,0
"2025-09-30 13:15:00",7948,21.25,17.35,0.051,83.4,1022.166,185.6,2.395,0
"2025-09-30 13:30:00",7949,21.22,17.65,0.126,83.2,1022.122,211.3,2.279,0
"2025-09-30 13:45:00",7950,21.21,18.07,0.231,80.2,1022.071,254.9,1.947,0
"2025-09-30 14:00:00",7951,21.2,18.43,0.091,80.3,1022.082,281.9,1.71,0
"2025-09-30 14:15:00",7952,21.18,18.92,0.178,77.96,1022.114,319.9,1.484,0
"2025-09-30 14:30:00",7953,21.18,19.71,0.288,74.18,1022.151,402.4,1.131,0
"2025-09-30 14:45:00",7954,21.19,20.58,0.132,72.2,1022.151,395.4,1.083,0
"2025-09-30 15:00:00",7955,21.18,20.79,0.1,71.35,1022.119,431.1,1.248,0
"2025-09-30 15:15:00",7956,21.18,21.42,0.125,69.63,1022.126,452.7,1.276,0
"2025-09-30 15:30:00",7957,21.19,21.85,0.333,66.42,1022.051,503.8,1.288,0
"2025-09-30 15:45:00",7958,21.26,22.25,0.118,65.38,1021.914,353.8,1.483,0
"2025-09-30 16:00:00",7959,21.42,22.29,0.102,65.56,1021.844,274.5,1.967,0
"2025-09-30 16:15:00",7960,21.51,22.46,0.128,64.17,1021.651,390.4,1.87,0
"2025-09-30 16:30:00",7961,21.52,22.85,0.129,62.96,1021.597,351.3,1.653,0
"2025-09-30 16:45:00",7962,21.46,23.04,0.096,61.89,1021.421,379.9,1.647,0
"2025-09-30 17:00:00",7963,21.41,23.43,0.076,60.51,1021.282,368.1,1.623,0
"2025-09-30 17:15:00",7964,21.35,23.49,0.068,57.99,1021.119,336.7,1.775,0
"2025-09-30 17:30:00",7965,21.31,23.88,0.135,56.33,1020.974,576.3,1.46,0
"2025-09-30 17:45:00",7966,21.29,24.58,0.206,54.11,1020.729,717.9,1.252,0
"2025-09-30 18:00:00",7967,21.28,25.02,0.154,53.19,1020.544,772.5,1.368,0
"2025-09-30 18:15:00",7968,21.27,25.86,0.246,51.3,1020.372,785.9,1.333,0
"2025-09-30 18:30:00",7969,21.25,26.08,0.224,50.12,1020.256,496.5,1.543,0
"2025-09-30 18:45:00",7970,21.25,25.8,0.154,51.07,1020.116,568.7,1.561,0
"2025-09-30 19:00:00",7971,21.24,26.17,0.153,46.63,1019.957,550.9,1.427,0
"2025-09-30 19:15:00",7972,21.25,25.98,0.087,43.32,1019.856,311.3,1.799,0
"2025-09-30 19:30:00",7973,21.24,25.84,0.072,39.25,1019.851,438.9,1.683,0
"2025-09-30 19:45:00",7974,21.29,26.31,0.259,38.67,1019.802,531.9,1.517,0
"2025-09-30 20:00:00",7975,21.38,26.74,0.18,38.12,1019.672,518.2,1.421,0
"2025-09-30 20:15:00",7976,21.49,26.64,0.153,36.49,1019.551,309.4,1.637,0
"2025-09-30 20:30:00",7977,21.57,26.36,0.045,36.24,1019.451,95.3,2.093,0
"2025-09-30 20:45:00",7978,21.59,26.19,0.062,36.98,1019.439,71.89,2.219,0
"2025-09-30 21:00:00",7979,21.49,26.34,0.073,36.31,1019.336,249.7,1.912,0
"2025-09-30 21:15:00",7980,21.39,26.53,0.061,35.94,1019.256,303.3,1.527,0
"2025-09-30 21:30:00",7981,21.33,26.52,0.062,34.07,1019.251,229.8,1.714,0
"2025-09-30 21:45:00",7982,21.28,26.51,0.033,33.66,1019.251,210.9,1.655,0
"2025-09-30 22:00:00",7983,21.24,26.52,0.024,31.57,1019.251,170.6,1.82,0
"2025-09-30 22:15:00",7984,21.22,26.46,0.032,31.07,1019.251,134.8,1.801,0
"2025-09-30 22:30:00",7985,21.19,26.21,0.111,32.24,1019.251,51.23,2.132,0
"2025-09-30 22:45:00",7986,21.16,25.91,0.077,32.36,1019.251,16.54,2.455,0
"2025-09-30 23:00:00",7987,21.14,25.55,0.096,32.88,1019.337,8.47,2.547,0
"2025-09-30 23:15:00",7988,21.12,25.01,0.167,33.81,1019.322,1.808,2.697,0
"2025-09-30 23:30:00",7989,21.11,24.77,0.104,35.16,1019.254,-1.246,2.749,0
"2025-09-30 23:45:00",7990,21.09,24.29,0.109,36.39,1019.351,-1.518,2.777,0
"2025-10-01 00:00:00",7991,21.07,23.9,0.11,37.54,1019.292,-1.448,2.793,0
"2025-10-01 00:15:00",7992,21.05,23.45,0.142,38.13,1019.351,-1.468,2.78,0
"2025-10-01 00:30:00",7993,21.04,23.05,0.17,43.34,1019.386,-1.443,2.844,0
"2025-10-01 00:45:00",7994,21.06,22.26,0.293,50.75,1019.451,-1.539,3.002,0
"2025-10-01 01:00:00",7995,21.08,21.65,0.145,50.26,1019.487,-1.474,3.148,0
"2025-10-01 01:15:00",7996,21.08,21.1,0.104,50.62,1019.566,-1.232,3.276,0
"2025-10-01 01:30:00",7997,21.1,20.83,0.175,53.58,1019.651,-1.314,3.253,0
"2025-10-01 01:45:00",7998,21.11,20.33,0.062,54.59,1019.742,-1.341,3.399,0
"2025-10-01 02:00:00",7999,21.11,20.03,0.195,55.55,1019.776,-1.312,3.362,0
"2025-10-01 02:15:00",8000,21.11,19.55,0.093,56.85,1019.851,-1.286,3.527,0
"2025-10-01 02:30:00",8001,21.1,19.59,0.17,52.08,1019.899,-1.074,3.553,0
"2025-10-01 02:45:00",8002,21.09,19.97,0.063,53.11,1019.931,-1.22,3.384,0
"2025-10-01 03:00:00",8003,21.08,19.8,0.038,53.6,1019.884,-1.164,3.409,0
"2025-10-01 03:15:00",8004,21.07,19.83,0.031,54.65,1020.004,-1.194,3.385,0
"2025-10-01 03:30:00",8005,21.07,19.84,0.039,55.36,1020.051,-1.154,3.313,0
"2025-10-01 03:45:00",8006,21.06,19.62,0.073,56.1,1020.051,-1.224,3.31,0
"2025-10-01 04:00:00",8007,21.06,19.43,0.05,56.7,1020.051,-1.18,3.304,0
"2025-10-01 04:15:00",8008,21.07,19.33,0.042,56.93,1020.114,-1.193,3.349,0
"2025-10-01 04:30:00",8009,21.07,19.11,0.115,58.87,1020.192,-1.2,3.353,0
"2025-10-01 04:45:00",8010,21.07,18.77,0.067,59.45,1020.251,-1.207,3.388,0
"2025-10-01 05:00:00",8011,21.06,18.52,0.099,60.19,1020.292,-1.214,3.475,0
"2025-10-01 05:15:00",8012,21.06,18.39,0.021,60.53,1020.326,-1.198,3.568,0
"2025-10-01 05:30:00",8013,21.05,18.28,0.048,61.21,1020.364,-1.238,3.615,0
"2025-10-01 05:45:00",8014,21.05,18.14,0.039,60.75,1020.451,-1.188,3.66,0
"2025-10-01 06:00:00",8015,21.04,18.2,0.026,60.62,1020.451,-1.23,3.617,0
"2025-10-01 06:15:00",8016,21.04,18.03,0.062,61.48,1020.594,-1.277,3.659,0
"2025-10-01 06:30:00",8017,21.04,17.81,0.065,62.48,1020.612,-1.195,3.719,0
"2025-10-01 06:45:00",8018,21.04,17.51,0.133,64.62,1020.651,-1.28,3.701,0
"2025-10-01 07:00:00",8019,21.03,17.28,0.039,66.18,1020.699,-1.222,3.815,0
"2025-10-01 07:15:00",8020,21.03,16.99,0.083,67.81,1020.837,-1.221,3.894,0
"2025-10-01 07:30:00",8021,21.05,16.85,0.037,68.55,1020.927,-1.216,3.898,0
"2025-10-01 07:45:00",8022,21.04,16.7,0.065,69.66,1021.024,-1.208,3.934,0
"2025-10-01 08:00:00",8023,21.02,16.49,0.074,70.54,1021.151,-1.185,3.996,0
"2025-10-01 08:15:00",8024,21.03,16.35,0.026,70.03,1021.211,-1.136,4.012,0
"2025-10-01 08:30:00",8025,21.03,16.18,0.049,71.17,1021.316,-1.188,4.039,0
"2025-10-01 08:45:00",8026,21.03,16.05,0.037,69.07,1021.521,-1.132,4.065,0
"2025-10-01 09:00:00",8027,21.03,15.95,0.045,68.26,1021.534,-1.139,4.029,0
"2025-10-01 09:15:00",8028,21.03,15.85,0.043,66.96,1021.551,-1.148,4.058,0
"2025-10-01 09:30:00",8029,21.02,15.72,0.052,66.2,1021.651,-1.182,4.112,0
"2025-10-01 09:45:00",8030,21,15.56,0.039,64.3,1021.746,-1.141,4.135,0
"2025-10-01 10:00:00",8031,20.98,15.4,0.045,64.33,1021.821,-1.181,4.136,0
"2025-10-01 10:15:00",8032,20.95,15.19,0.07,64.98,1021.789,-1.21,4.279,0
"2025-10-01 10:30:00",8033,20.92,14.94,0.085,65.2,1021.861,-1.182,4.273,0
"2025-10-01 10:45:00",8034,20.9,14.76,0.062,65.52,1022.111,-1.19,4.363,0
"2025-10-01 11:00:00",8035,20.89,14.54,0.038,64.33,1022.232,-0.996,4.386,0
"2025-10-01 11:15:00",8036,21.01,14.4,0.054,65.37,1022.357,0.764,4.407,0
"2025-10-01 11:30:00",8037,21.03,14.25,0.069,64.56,1022.506,6.809,4.402,0
"2025-10-01 11:45:00",8038,20.99,14.07,0.037,64.79,1022.644,22.74,4.418,0
"2025-10-01 12:00:00",8039,20.96,14.09,0.026,62.84,1022.837,86.3,4.022,0
"2025-10-01 12:15:00",8040,20.91,14.08,0.043,61.75,1023.009,127.1,3.586,0
"2025-10-01 12:30:00",8041,20.91,14.18,0.053,60.16,1023.119,168.6,3.235,0
"2025-10-01 12:45:00",8042,20.87,14.33,0.058,58.57,1023.299,210.6,3.025,0
"2025-10-01 13:00:00",8043,20.84,14.7,0.15,56.77,1023.401,254.6,2.878,0
"2025-10-01 13:15:00",8044,20.82,15.05,0.091,56.39,1023.507,298.2,2.44,0
"2025-10-01 13:30:00",8045,20.81,14.96,0.043,56.6,1023.557,351.9,2.607,0
"2025-10-01 13:45:00",8046,20.81,15.35,0.088,55.28,1023.646,386.5,2.327,0
"2025-10-01 14:00:00",8047,20.96,15.83,0.142,53.49,1023.831,424.8,2.075,0
"2025-10-01 14:15:00",8048,21.05,16.02,0.071,53.94,1023.851,464.7,1.847,0
"2025-10-01 14:30:00",8049,21.28,16.04,0.12,53.97,1023.836,501.7,1.971,0
"2025-10-01 14:45:00",8050,21.49,16.69,0.197,52.36,1023.812,539.1,1.764,0
"2025-10-01 15:00:00",8051,21.63,17.17,0.275,51.6,1023.842,573.6,1.481,0
"2025-10-01 15:15:00",8052,21.61,17.67,0.071,51.09,1023.851,605.5,1.329,0
"2025-10-01 15:30:00",8053,21.43,18.11,0.204,50.6,1023.786,633,1.355,0
"2025-10-01 15:45:00",8054,21.36,18.7,0.205,49.16,1023.754,657.1,1.262,0
"2025-10-01 16:00:00",8055,21.26,19.42,0.179,47.69,1023.707,677.6,1.183,0
"2025-10-01 16:15:00",8056,21.18,20.12,0.223,46.69,1023.651,695.7,1.19,0
"2025-10-01 16:30:00",8057,21.1,20.25,0.171,46.59,1023.564,708.9,1.388,0
"2025-10-01 16:45:00",8058,21.05,21.12,0.276,44.13,1023.407,719.2,1.338,0
"2025-10-01 17:00:00",8059,21.03,21.79,0.13,44.1,1023.241,725.4,1.342,0
"2025-10-01 17:15:00",8060,21,22.02,0.132,43.4,1023.151,725.9,1.407,0
"2025-10-01 17:30:00",8061,20.98,21.89,0.178,43.92,1023.129,723.8,1.49,0
"2025-10-01 17:45:00",8062,20.96,21.88,0.157,43.29,1023.061,719.7,1.552,0
"2025-10-01 18:00:00",8063,20.96,22.14,0.339,42.08,1022.887,710.2,1.55,0
"2025-10-01 18:15:00",8064,20.95,22.69,0.206,39.35,1022.807,699.9,1.478,0
"2025-10-01 18:30:00",8065,20.94,23.06,0.255,35.25,1022.751,684.3,1.408,0
"2025-10-01 18:45:00",8066,21.01,22.88,0.188,34.17,1022.689,667,1.497,0
"2025-10-01 19:00:00",8067,21.05,23.21,0.289,31.82,1022.616,646.5,1.617,0
"2025-10-01 19:15:00",8068,20.99,23.46,0.139,29.66,1022.509,624.2,1.453,0
"2025-10-01 19:30:00",8069,20.94,23.34,0.156,27.81,1022.427,590.8,1.619,0
"2025-10-01 19:45:00",8070,20.91,23.45,0.108,29.01,1022.416,559.6,1.652,0
"2025-10-01 20:00:00",8071,20.87,23.57,0.138,29.04,1022.351,525.2,1.644,0
"2025-10-01 20:15:00",8072,20.85,23.48,0.079,28.42,1022.261,441.5,1.678,0
"2025-10-01 20:30:00",8073,20.84,23.53,0.172,27.94,1022.249,42.39,2.572,0
"2025-10-01 20:45:00",8074,20.84,23.31,0.054,26.83,1022.186,41.47,2.894,0
"2025-10-01 21:00:00",8075,20.82,23.53,0.055,27.48,1022.211,206.1,2.56,0
"2025-10-01 21:15:00",8076,20.81,23.61,0.149,28.39,1022.251,321.1,1.577,0
"2025-10-01 21:30:00",8077,20.8,23.58,0.078,27.61,1022.329,278.7,1.734,0
"2025-10-01 21:45:00",8078,20.79,23.57,0.044,26.41,1022.367,234.8,1.891,0
"2025-10-01 22:00:00",8079,20.8,23.51,0.067,27.13,1022.516,190.3,1.97,0
"2025-10-01 22:15:00",8080,20.8,23.43,0.028,26.63,1022.569,146.5,2.02,0
"2025-10-01 22:30:00",8081,20.8,23.27,0.078,26.11,1022.662,68.65,2.217,0
"2025-10-01 22:45:00",8082,20.81,22.99,0.103,29.85,1022.787,13.78,2.863,0
"2025-10-01 23:00:00",8083,20.82,22.57,0.108,30.76,1022.894,6.658,3.048,0
"2025-10-01 23:15:00",8084,20.83,22.2,0.101,31.03,1022.951,0.206,3.151,0
"2025-10-01 23:30:00",8085,20.82,21.88,0.092,31.62,1022.986,-1.516,3.223,0
"2025-10-01 23:45:00",8086,20.82,21.49,0.104,32.66,1023.056,-1.629,3.289,0
"2025-10-02 00:00:00",8087,20.82,21.2,0.072,31.45,1023.229,-1.568,3.316,0
"2025-10-02 00:15:00",8088,20.82,20.92,0.104,31.13,1023.397,-1.584,3.291,0
"2025-10-02 00:30:00",8089,20.81,20.73,0.057,29.62,1023.459,-1.526,3.339,0
"2025-10-02 00:45:00",8090,20.8,20.59,0.09,31.08,1023.607,-1.526,3.361,0
"2025-10-02 01:00:00",8091,20.78,20.23,0.07,30.88,1023.739,-1.621,3.375,0
"2025-10-02 01:15:00",8092,20.78,19.93,0.128,31.63,1023.921,-1.648,3.552,0
"2025-10-02 01:30:00",8093,20.76,19.42,0.107,32.91,1023.992,-1.507,3.714,0
"2025-10-02 01:45:00",8094,20.76,19,0.271,37.99,1024.125,-1.627,3.803,0
"2025-10-02 02:00:00",8095,20.75,18.24,0.22,43.78,1024.274,-1.446,3.962,0
"2025-10-02 02:15:00",8096,20.75,17.45,0.159,47.05,1024.404,-1.422,4.167,0
"2025-10-02 02:30:00",8097,20.79,17.16,0.1,49.68,1024.572,-1.25,4.257,0
"2025-10-02 02:45:00",8098,20.84,16.76,0.109,51.07,1024.711,-1.346,4.359,0
"2025-10-02 03:00:00",8099,20.9,16.52,0.078,51.67,1024.857,-1.282,4.369,0
"2025-10-02 03:15:00",8100,20.95,16.19,0.154,54.08,1025.044,-1.366,4.414,0
"2025-10-02 03:30:00",8101,20.97,15.78,0.098,55.45,1025.151,-1.263,4.522,0
"2025-10-02 03:45:00",8102,20.99,15.44,0.114,57.22,1025.199,-1.357,4.551,0
"2025-10-02 04:00:00",8103,21.02,15.03,0.077,59.52,1025.399,-1.272,4.687,0
"2025-10-02 04:15:00",8104,21.07,14.67,0.116,61.06,1025.564,-1.296,4.708,0
"2025-10-02 04:30:00",8105,21.08,14.39,0.127,64.03,1025.709,-1.27,4.727,0
"2025-10-02 04:45:00",8106,21.09,13.99,0.115,65.25,1025.774,-1.398,4.79,0
"2025-10-02 05:00:00",8107,21.1,13.58,0.121,67.15,1025.877,-1.289,4.882,0
"2025-10-02 05:15:00",8108,21.08,13.23,0.057,67.88,1025.862,-1.202,4.986,0
"2025-10-02 05:30:00",8109,21.1,13.03,0.058,68.48,1025.916,-1.194,5.068,0
"2025-10-02 05:45:00",8110,21.09,12.94,0.032,67.61,1025.851,-1.099,5.059,0
"2025-10-02 06:00:00",8111,21.06,12.92,0.118,68.29,1025.972,-1.13,5.106,0
"2025-10-02 06:15:00",8112,21.06,12.65,0.079,70.53,1026.124,-1.092,5.171,0
"2025-10-02 06:30:00",8113,21.04,12.35,0.057,70.75,1026.226,-1.263,5.186,0
"2025-10-02 06:45:00",8114,21.03,12.14,0.091,72.16,1026.207,-1.361,5.156,0
"2025-10-02 07:00:00",8115,21.02,12.05,0.054,71.39,1026.151,-1.305,5.22,0
"2025-10-02 07:15:00",8116,21.02,11.99,0.033,70.19,1026.062,-1.19,5.263,0
"2025-10-02 07:30:00",8117,20.99,12.01,0.065,68.66,1026.122,-1.105,5.262,0
"2025-10-02 07:45:00",8118,20.97,12.02,0.047,68.31,1026.239,-1.162,5.276,0
"2025-10-02 08:00:00",8119,20.94,12.21,0.079,65.01,1026.151,-1.101,5.252,0
"2025-10-02 08:15:00",8120,20.92,12.26,0.052,65.46,1026.172,-1.245,5.202,0
"2025-10-02 08:30:00",8121,20.89,11.97,0.101,69.85,1026.307,-1.208,5.247,0
"2025-10-02 08:45:00",8122,20.88,11.7,0.043,68.78,1026.454,-1.213,5.346,0
"2025-10-02 09:00:00",8123,20.86,11.52,0.095,72.31,1026.61,-1.312,5.341,0
"2025-10-02 09:15:00",8124,20.86,11.3,0.052,72.54,1026.732,-1.382,5.345,0
"2025-10-02 09:30:00",8125,20.86,11.39,0.196,67.81,1026.779,-1.288,5.315,0
